"14106107191","211405","4","5","4","3","0","4","4","15","40"
"15106107227","211405","5","5","4","4","2","3","4","17","36"
"15106107228","211405","5","5","4","4","3","4","4","19","42"
"15106107229","211405","5","5","3","3","3","4","4","17","53"
"15106107230","211405","5","5","4","4","3","4","4","19","51"
"15106107231","211405","4","5","2","1","4","3","4","14","33"
"15106107233","211405","4","5","4","4","4","4","4","20","52"
"15106107234","211405","5","5","4","4","4","4","4","20","60"
"15106107235","211405","5","5","4","2","3","2","4","15","52"
"15106107236","211405","5","5","4","3","4","4","4","19","38"
"15106107237","211405","5","5","4","4","2","4","4","18","60"
"15106107238","211405","4","5","4","4","4","4","4","20","44"
"15106107239","211405","5","5","4","4","3","4","2","17","35"
"15106107240","211405","5","5","4","3","3","2","4","16","52"
"15106107241","211405","5","5","3","4","4","4","4","19","54"
"15106107242","211405","5","5","4","4","4","3","2","17","33"
"15106107244","211405","5","5","4","3","3","3","2","15","36"
"15106107245","211405","5","5","4","3","3","4","2","16","58"
"15106107246","211405","5","5","3","4","4","4","3","18","47"
"15106107247","211405","5","5","3","4","3","4","3","17","36"
"15106107248","211405","5","5","4","3","4","3","4","18","47"
"15106107249","211405","5","5","4","4","4","3","2","17","42"
"15106107250","211405","5","5","4","4","4","4","3","19","47"
"15106107253","211405","5","5","4","3","4","3","4","18","49"
"15106107254","211405","5","5","4","4","2","4","2","16","35"
"15106107255","211405","5","5","4","4","3","3","4","18","26"
"15106107256","211405","5","5","4","4","3","2","3","16","37"
"15106107257","211405","5","5","3","2","3","4","0","12","46"
"15106107259","211405","5","5","3","4","4","4","3","18","40"
"15106107260","211405","5","5","3","4","4","3","4","18","36"
"15106107262","211405","4","5","4","2","4","4","4","18","31"
"15106107263","211405","5","5","1","3","4","4","4","16","48"
"15106107264","211405","5","5","4","4","3","4","4","19","64"
"15106107265","211405","5","5","4","4","1","2","4","15","34"
"15106107266","211405","5","5","4","4","4","4","4","20","42"
"15106107267","211405","5","5","2","4","4","2","2","14","49"
"15078329467.25","211405.0","4.86","5.0","3.61","3.5","3.28","3.47","3.36","17.22","44.03"
