15102107066,51401,5,5,16,41
15102107067,51401,5,4,20,37
15102107068,51401,4,5,16,21
15102107069,51401,5,5,13,34
15102107070,51401,5,5,17,38
15102107071,51401,5,5,15,37
15102107072,51401,5,5,19,35
15102107073,51401,5,4,15,22
15102107074,51401,5,5,19,43
15102107075,51401,5,5,19,46
15102107076,51401,5,5,15,41
15102107077,51401,4,5,18,44
15102107078,51401,5,5,13,26
15102107079,51401,4,5,15,26
15102107080,51401,4,5,18,27
15102107081,51401,4,5,16,40
15102107082,51401,5,5,15,37
15102107084,51401,4,5,20,27
15102107085,51401,4,5,16,23
15102107086,51401,5,5,15,29
15102107087,51401,5,5,15,32
15102107089,51401,5,5,14,41
15102107090,51401,5,5,15,30
15102107091,51401,4,5,16,39
15102107092,51401,5,5,14,39
15102107093,51401,5,5,14,35
15102107094,51401,5,5,14,31
15102107095,51401,5,5,16,34
15102107096,51401,5,5,14,34
15102107097,51401,5,5,15,24
15102107098,51401,5,5,15,32
15102107099,51401,5,5,18,44
15102107100,51401,5,5,17,26
15102107101,51401,5,5,18,32
15102107102,51401,4,5,18,46
15102107104,51401,5,5,20,48
15102107105,51401,5,4,17,34
15102107106,51401,5,4,20,50
15102107107,51401,5,4,17,38
15102107108,51401,4,5,16,25
15102107109,51401,4,5,17,40
15102107110,51401,5,5,12,38
15102107111,51401,5,5,16,38
15102107112,51401,5,5,14,26
15102107113,51401,5,5,12,25
15102107114,51401,5,5,20,39
15102107115,51401,4,5,19,36
15102107116,51401,5,4,17,37
15102107117,51401,5,5,18,33
15102107118,51401,5,5,14,30
15102107119,51401,5,5,19,39
15102107120,51401,4,5,16,28
15102107121,51401,4,5,16,24
15102107122,51401,5,5,14,28
15102107123,51401,5,4,15,29
15102107124,51401,4,5,17,24
15102107125,51401,5,5,14,27
15102107277,51401,5,5,16,30
15104107195,51401,4,5,16,37
15104107198,51401,5,4,15,41
15104107204,51401,5,5,17,33
15104107212,51401,4,5,16,35
15104107213,51401,4,5,16,36
16102107901,51401,5,4,19,33
16102107902,51401,5,5,16,35
16102107903,51401,5,5,13,36
16102107904,51401,5,5,14,30
16102107905,51401,5,4,18,36
16102107906,51401,5,5,14,37
16102107907,51401,4,5,18,33
16102107908,51401,5,5,14,34
16102107909,51401,4,5,19,34
16102107910,51401,5,4,18,38
