"Reg No","Course Code","Ass","Att","Q1","Q2","Q3","Q4","Q5","Internal Marks","End Sem"
"15106107251","41301","5","5","3","4","3","4","2","16","44"
"16106107001","41301","5","5","4","4","4","4","0","16","47"
"16106107002","41301","3","4","4","2","4","0","4","14","16"
"16106107003","41301","5","5","2","4","3","1","4","14","51"
"16106107004","41301","5","5","4","4","4","4","4","20","43"
"16106107005","41301","5","4","4","3","3","1","1","12","34"
"16106107006","41301","5","5","3","4","4","4","2","17","44"
"16106107007","41301","5","5","2","3","4","4","4","17","30"
"16106107008","41301","5","5","4","4","0","4","4","16","44"
"16106107009","41301","3","4","3","0","1","2","4","10","2"
"16106107010","41301","5","5","4","4","4","4","4","20","47"
"16106107011","41301","5","5","3","4","0","4","4","15","9"
"16106107012","41301","5","5","4","4","3","4","1","16","31"
"16106107013","41301","5","5","4","4","4","2","3","17","29"
"16106107014","41301","5","4","4","2","2","1","4","13","23"
"16106107015","41301","5","4","3","4","1","4","1","13","26"
"16106107016","41301","5","5","4","4","3","4","0","15","7"
"16106107017","41301","5","4","0","3","2","3","4","12","30"
"16106107018","41301","5","5","4","3","1","3","4","15","30"
"16106107019","41301","3","3","2","0","3","2","4","11","33"
"16106107020","41301","5","5","3","4","3","4","3","17","31"
"16106107022","41301","5","4","4","4","3","3","1","15","34"
"16106107023","41301","5","5","4","3","3","3","3","16","28"
"16106107024","41301","5","4","3","4","1","2","4","14","13"
"16106107025","41301","5","5","3","3","3","3","4","16","28"
"16106107026","41301","5","5","2","4","4","3","3","16","37"
"16106107027","41301","5","4","3","2","4","3","2","14","33"
"16106107028","41301","5","5","4","3","4","4","4","19","38"
"16106107029","41301","3","4","4","4","2","3","1","14","31"
"16106107030","41301","5","4","2","4","0","1","4","11","26"
"16106107031","41301","5","4","3","2","0","2","4","11","46"
"16106107032","41301","5","5","3","3","4","4","3","17","53"
"16106107033","41301","5","5","4","1","4","4","3","16","29"
"16106107034","41301","5","5","3","3","4","4","4","18","26"
"16106107036","41301","5","5","4","3","2","4","4","17","48"
"16106107037","41301","5","5","4","4","4","4","3","19","37"
"16106107039","41301","5","5","4","4","3","4","4","19","38"
"17106107901","41301","5","4","3","1","4","3","0","11","29"
"17106107902","41301","5","5","4","4","4","2","3","17","28"
"17106107903","41301","5","5","1","4","4","3","4","16","23"
