"15106107251","31411","5","5","17","17"
"16106107001","31411","5","5","19","58"
"16106107002","31411","5","5","9","8"
"16106107003","31411","5","5","13","42"
"16106107004","31411","5","5","20","47"
"16106107005","31411","5","5","18","11"
"16106107006","31411","5","5","20","40"
"16106107007","31411","5","5","19","29"
"16106107008","31411","5","5","19","41"
"16106107009","31411","5","5","11","20"
"16106107010","31411","5","5","20","46"
"16106107011","31411","5","5","14","37"
"16106107012","31411","5","5","13","28"
"16106107013","31411","5","5","19","25"
"16106107014","31411","5","5","14","21"
"16106107015","31411","5","5","18","27"
"16106107016","31411","5","5","14","29"
"16106107017","31411","5","5","8","33"
"16106107018","31411","5","5","14","31"
"16106107019","31411","5","5","10","21"
"16106107020","31411","5","5","19","34"
"16106107022","31411","5","5","17","23"
"16106107023","31411","5","5","18","32"
"16106107024","31411","5","5","18","5"
"16106107025","31411","5","5","14","20"
"16106107026","31411","5","5","17","51"
"16106107027","31411","5","5","12","42"
"16106107028","31411","5","5","20","41"
"16106107029","31411","5","5","10","14"
"16106107030","31411","5","5","18","25"
"16106107031","31411","5","5","15","22"
"16106107032","31411","5","5","20","53"
"16106107033","31411","5","5","15","29"
"16106107034","31411","5","5","17","28"
"16106107036","31411","5","5","19","38"
"16106107037","31411","5","5","18","36"
"16106107039","31411","5","5","19","41"
"17106107901","31411","5","5","15","32"
"17106107902","31411","5","5","17","39"
"17106107903","31411","5","5","14","25"
