"15106107251","51617","4","4","15","36"
"16106107001","51617","4","4","12","56"
"16106107003","51617","5","4","19","47"
"16106107004","51617","4","5","19","54"
"16106107005","51617","5","5","15","49"
"16106107006","51617","5","5","20","54"
"16106107007","51617","5","5","19","50"
"16106107008","51617","4","4","14","54"
"16106107009","51617","4","4","13","36"
"16106107010","51617","5","5","20","46"
"16106107011","51617","5","5","15","50"
"16106107012","51617","4","5","17","50"
"16106107013","51617","5","5","18","52"
"16106107014","51617","4","5","15","50"
"16106107015","51617","4","4","10","46"
"16106107016","51617","4","4","10","47"
"16106107017","51617","4","4","14","53"
"16106107018","51617","4","4","11","54"
"16106107019","51617","4","4","12","46"
"16106107020","51617","5","5","18","52"
"16106107022","51617","5","4","14","56"
"16106107023","51617","4","4","12","56"
"16106107024","51617","4","4","10","41"
"16106107025","51617","4","4","15","50"
"16106107026","51617","4","4","14","45"
"16106107027","51617","4","4","13","48"
"16106107028","51617","5","5","20","54"
"16106107029","51617","4","4","13","46"
"16106107030","51617","5","5","19","54"
"16106107031","51617","4","4","15","50"
"16106107032","51617","4","5","17","45"
"16106107033","51617","5","5","18","49"
"16106107034","51617","5","5","17","44"
"16106107036","51617","5","5","19","58"
"16106107037","51617","5","5","19","47"
"16106107039","51617","4","4","15","56"
"17106107901","51617","5","5","17","52"
"17106107902","51617","5","5","17","42"
"17106107903","51617","4","5","14","48"
